index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
217,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22283,365243,1,0,0,0,,2,-45,1
218,F,N,N,0,94500,Pensioner,Secondary / secondary special,Married,House / apartment,-21513,365243,1,0,1,0,,2,-41,0
219,F,Y,N,0,562500,Working,Higher education,Married,House / apartment,-14654,-2836,1,1,0,0,Managers,2,-12,0
220,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21992,365243,1,0,0,0,,1,-32,1
221,F,N,N,1,72000,Commercial associate,Higher education,Married,House / apartment,-14173,-1925,1,0,0,1,Accountants,3,-43,2
222,M,N,Y,0,144000,Working,Secondary / secondary special,Civil marriage,House / apartment,-16979,-1830,1,0,0,0,Security staff,2,-11,2
223,F,Y,N,0,202500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-21276,-1128,1,0,1,0,Accountants,2,-17,2
224,F,N,N,0,270000,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Managers,2,-28,2
225,M,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,-11498,-4491,1,0,0,0,,3,-12,1
226,F,Y,Y,2,315000,Commercial associate,Higher education,Married,With parents,-12621,-1327,1,0,0,0,Managers,4,-50,2
227,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-19565,-3246,1,0,0,0,,2,-49,1
228,M,N,Y,0,292500,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,1,0,1,0,Sales staff,1,-7,0
229,F,N,Y,0,90000,Pensioner,Higher education,Married,House / apartment,-21340,365243,1,0,0,0,,2,-51,2
230,F,N,N,0,103500,Working,Secondary / secondary special,Married,House / apartment,-17767,-11062,1,1,0,0,Medicine staff,2,-37,2
231,F,Y,N,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-22989,365243,1,0,1,0,,2,-19,2
232,F,Y,Y,0,225000,Working,Higher education,Civil marriage,House / apartment,-11067,-492,1,0,0,0,Sales staff,2,-17,0
233,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-16076,-7679,1,0,0,0,,2,-27,1
234,M,Y,Y,0,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18318,-923,1,0,1,1,Drivers,2,-59,1
235,M,N,Y,0,247500,Commercial associate,Higher education,Civil marriage,House / apartment,-15995,-401,1,0,0,0,Core staff,2,-11,1
236,M,Y,N,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17455,-1321,1,0,0,0,Drivers,2,-20,1
237,F,N,N,0,112500,State servant,Secondary / secondary special,Married,House / apartment,-14216,-6649,1,1,1,0,,2,-27,2
238,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-15634,-158,1,1,0,0,Laborers,2,-29,2
239,F,Y,Y,1,270000,Working,Higher education,Separated,House / apartment,-14052,-140,1,0,1,1,Sales staff,2,-37,2
240,M,Y,N,0,382500,State servant,Higher education,Married,Office apartment,-11960,-4174,1,0,0,0,,2,-3,1
241,M,N,N,2,202500,Working,Secondary / secondary special,Married,House / apartment,-12703,-3141,1,0,1,0,Laborers,4,-18,1
242,F,N,N,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13791,-1353,1,1,0,0,Accountants,4,-6,2
243,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15903,-762,1,0,0,0,Sales staff,1,-13,2
244,M,N,N,1,99000,Working,Secondary / secondary special,Single / not married,House / apartment,-17876,-5239,1,0,0,0,Laborers,2,-1,1
245,F,Y,Y,1,157500,State servant,Secondary / secondary special,Married,House / apartment,-13811,-3380,1,0,0,0,Laborers,3,-23,0
246,F,Y,Y,0,202500,Working,Higher education,Married,House / apartment,-20182,-7514,1,0,0,0,Accountants,2,-43,1
247,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,1,0,0,1,Cleaning staff,2,-28,2
248,M,Y,Y,2,157500,Commercial associate,Higher education,Married,With parents,-14192,-626,1,0,0,0,Drivers,4,-47,2
249,M,N,N,0,180000,Working,Higher education,Married,House / apartment,-14972,-1063,1,0,0,0,Core staff,2,-43,1
250,M,N,Y,1,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-12627,-2267,1,0,0,0,High skill tech staff,3,-11,1
251,F,N,N,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-20565,365243,1,0,1,0,,2,-14,2
252,F,Y,N,1,90000,Working,Incomplete higher,Married,Rented apartment,-12383,-3480,1,0,0,0,Laborers,3,-6,1
253,F,N,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-19777,-6835,1,1,1,0,Core staff,1,-22,2
254,F,Y,Y,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,1,0,0,0,Core staff,2,-32,2
255,F,N,Y,1,180000,State servant,Higher education,Married,House / apartment,-10969,-3485,1,0,0,1,High skill tech staff,3,-5,1
256,F,N,Y,2,360000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13576,-3560,1,0,0,0,Sales staff,3,-25,2
257,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23774,365243,1,0,0,0,,1,-17,1
258,F,N,Y,0,315000,Working,Secondary / secondary special,Separated,House / apartment,-15256,-3291,1,0,0,0,Laborers,1,-18,0
259,F,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-14512,-4596,1,0,0,0,Laborers,3,-46,2
260,F,N,Y,1,180000,Working,Higher education,Civil marriage,House / apartment,-13767,-1882,1,0,0,0,Sales staff,3,-41,1
261,F,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-13361,-6586,1,1,0,0,Core staff,4,-18,2
262,M,N,N,0,180000,Commercial associate,Incomplete higher,Married,House / apartment,-11223,-2326,1,0,0,0,,2,-46,2
263,F,N,N,1,180000,Working,Incomplete higher,Married,With parents,-9911,-2665,1,0,0,0,,3,-38,2
264,F,N,N,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-22791,365243,1,0,0,0,,2,-33,2
265,F,N,N,0,67500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9323,-1346,1,0,0,0,,2,-10,0
266,F,N,Y,0,238500,Working,Higher education,Married,House / apartment,-20517,-2971,1,1,1,0,Sales staff,2,-12,2
267,F,Y,Y,0,202500,Pensioner,Higher education,Widow,House / apartment,-21269,365243,1,0,0,1,,1,-39,2
268,F,N,Y,0,630000,Working,Higher education,Separated,House / apartment,-22001,-1539,1,1,1,0,Accountants,1,-41,2
269,F,N,Y,0,405000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13362,-1963,1,0,0,0,Sales staff,1,-25,2
270,M,Y,N,2,135000,Working,Higher education,Married,House / apartment,-12725,-1631,1,0,0,0,Core staff,4,-42,0
271,F,Y,N,0,112500,Working,Higher education,Married,With parents,-10475,-1792,1,1,1,0,Core staff,2,-11,2
272,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-22844,365243,1,0,0,0,,2,-13,2
273,M,Y,N,2,135000,Working,Secondary / secondary special,Married,With parents,-16625,-561,1,0,0,0,,4,-23,2
274,M,Y,Y,0,184500,State servant,Higher education,Married,House / apartment,-13916,-169,1,0,0,0,Managers,2,-60,2
275,M,Y,N,1,337500,State servant,Higher education,Married,House / apartment,-12794,-3574,1,0,0,0,,3,-2,1
276,F,N,N,0,67500,Pensioner,Secondary / secondary special,Separated,House / apartment,-21516,365243,1,0,0,0,,1,-8,2
277,M,N,Y,1,90000,Commercial associate,Secondary / secondary special,Married,With parents,-8316,-149,1,0,0,0,Laborers,3,-20,0
278,F,N,Y,0,180000,Working,Higher education,Married,House / apartment,-14083,-7049,1,1,0,0,Core staff,2,0,1
279,M,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-19987,365243,1,0,0,0,,2,-35,1
280,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-22408,-2685,1,0,1,0,Cooking staff,2,-44,1
281,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-24311,365243,1,0,1,0,,2,-9,2
282,M,N,N,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20644,365243,1,0,0,0,,1,-5,2
283,M,Y,Y,0,252000,Commercial associate,Higher education,Married,House / apartment,-13796,-2682,1,0,0,0,Drivers,2,-33,2
284,M,Y,Y,0,180000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23289,365243,1,0,1,0,,2,-22,2
285,F,N,Y,0,112500,Working,Secondary / secondary special,Widow,House / apartment,-16917,-4081,1,1,0,0,Laborers,1,-3,0
286,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,3,-35,2
287,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-18061,-869,1,0,0,0,,2,-16,2
288,F,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-12922,-923,1,0,0,0,Core staff,1,-53,2
289,M,N,N,3,90000,State servant,Secondary / secondary special,Married,House / apartment,-14348,-727,1,0,0,1,,5,-5,2
290,F,N,N,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12541,-4549,1,1,1,0,Laborers,4,-16,2
291,F,N,N,0,157500,State servant,Higher education,Married,House / apartment,-11588,-801,1,1,1,0,Core staff,2,-23,2
292,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201,-2139,1,0,1,0,,2,-31,0
293,F,Y,Y,0,301500,Pensioner,Higher education,Married,House / apartment,-21044,365243,1,0,1,0,,2,-7,2
294,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-10328,-1156,1,0,0,0,Laborers,2,-20,1
295,F,N,N,0,135000,State servant,Higher education,Separated,With parents,-19514,-1991,1,1,0,0,IT staff,1,-42,2
296,M,Y,N,0,247500,Working,Incomplete higher,Separated,House / apartment,-10370,-1550,1,1,1,0,Managers,1,-9,2
297,F,N,N,0,270000,Working,Secondary / secondary special,Civil marriage,Office apartment,-9184,-840,1,1,1,0,Sales staff,2,-25,2
298,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,-8440,-1206,1,0,0,0,Sales staff,2,-3,1
299,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11768,-2086,1,0,0,1,Laborers,2,-54,2
300,M,Y,N,2,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15476,-2879,1,0,1,0,Laborers,4,-48,2
301,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14070,-1565,1,1,1,0,Laborers,2,-17,1
302,F,Y,Y,0,256500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18554,-703,1,0,0,0,Core staff,1,-21,1
303,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-13052,-1009,1,0,0,0,High skill tech staff,2,-23,2
304,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-18666,365243,1,0,1,0,,2,-5,0
305,F,N,N,2,382500,State servant,Secondary / secondary special,Married,House / apartment,-18946,-4827,1,0,0,0,Security staff,4,-33,0
306,F,N,Y,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,-20589,-3680,1,0,0,0,,2,-33,1
307,M,Y,Y,2,450000,Commercial associate,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,4,-25,2
308,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,1,0,0,0,Sales staff,2,-9,1
309,F,N,N,0,247500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16306,-4904,1,1,1,0,Laborers,2,-55,2
310,F,Y,Y,0,315000,Commercial associate,Higher education,Married,House / apartment,-12883,-3627,1,0,0,0,Managers,2,-39,2
311,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,-16481,-1292,1,1,1,0,Drivers,1,-19,1
312,F,N,Y,0,148500,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Core staff,2,-20,2
313,F,N,Y,0,135000,State servant,Higher education,Married,House / apartment,-18964,-8671,1,0,1,0,Core staff,2,-20,1
314,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-17143,-5507,1,0,1,0,,2,-3,1
315,F,N,N,0,166500,Working,Higher education,Married,House / apartment,-21466,-3992,1,0,0,0,Core staff,2,-14,2
316,F,Y,Y,0,463500,Working,Higher education,Married,House / apartment,-20848,-4090,1,1,1,0,Managers,2,-34,0
317,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23236,365243,1,0,0,0,,2,-14,2
318,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,1,0,1,0,Drivers,1,-7,1
319,F,N,N,1,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12640,-399,1,0,0,0,Accountants,3,-21,2
320,F,Y,N,2,135000,Working,Higher education,Civil marriage,Municipal apartment,-11008,-1285,1,1,1,0,Sales staff,4,-41,1
321,M,Y,N,4,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15328,-2578,1,0,0,0,Security staff,6,-30,2
322,M,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,1,0,0,0,Drivers,3,-15,2
323,M,Y,Y,1,405000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16510,-731,1,0,0,0,,3,-22,2
324,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-18820,-3185,1,0,1,0,Low-skill Laborers,2,-7,1
325,M,Y,Y,0,225000,Working,Higher education,Single / not married,With parents,-9444,-663,1,1,1,0,,1,-21,2
326,F,Y,N,0,225000,Working,Secondary / secondary special,Widow,House / apartment,-14436,-401,1,0,0,0,Sales staff,1,-1,0
327,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13658,-6383,1,1,1,0,Sales staff,2,-45,2
328,M,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-14488,-1630,1,0,1,0,Laborers,3,-22,2
329,F,N,Y,0,90000,State servant,Secondary / secondary special,Separated,House / apartment,-14271,-302,1,0,0,0,,1,-14,2
330,F,N,N,0,270000,State servant,Secondary / secondary special,Separated,House / apartment,-19363,-12332,1,0,1,1,Medicine staff,1,-18,2
331,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,-15602,-611,1,0,0,0,,2,-37,2
332,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17701,-10773,1,0,0,0,Medicine staff,2,-16,1
333,M,Y,Y,0,184500,State servant,Higher education,Married,House / apartment,-13916,-169,1,0,0,0,Managers,2,0,1
334,F,N,N,1,270000,Working,Secondary / secondary special,Separated,House / apartment,-16517,-991,1,0,0,0,Core staff,2,-60,2
335,F,N,Y,0,99000,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,1,0,Laborers,2,-39,2
336,F,Y,Y,0,432000,Commercial associate,Incomplete higher,Married,House / apartment,-12719,-1218,1,0,1,1,Managers,2,-31,0
337,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19161,-3347,1,1,1,0,Security staff,2,-11,0
338,F,N,Y,0,247500,Pensioner,Secondary / secondary special,Married,House / apartment,-23132,365243,1,0,0,0,,2,-28,2
339,F,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-12899,-157,1,0,1,0,Laborers,4,-37,2
340,F,Y,Y,0,117000,Working,Secondary / secondary special,Married,House / apartment,-17134,-1986,1,0,0,0,Sales staff,2,-20,2
341,F,Y,Y,2,121500,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,1,0,Core staff,4,-26,2
342,F,Y,Y,4,112500,Working,Higher education,Married,House / apartment,-13671,-1974,1,0,0,0,Core staff,6,-12,0
343,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21567,365243,1,0,0,0,,2,-36,2
344,F,Y,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,-21030,-2299,1,0,0,0,,2,-33,2
345,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-17732,365243,1,0,0,0,,2,-2,1
346,M,N,N,0,225000,Working,Higher education,Single / not married,House / apartment,-10166,-1774,1,1,0,0,,1,-40,2
347,F,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-14461,-1589,1,0,1,0,Laborers,3,-6,1
348,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-9145,-1509,1,0,0,0,Laborers,2,-34,2
349,M,N,N,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19597,-765,1,0,1,0,Drivers,2,-11,2
350,F,N,Y,0,787500,State servant,Higher education,Married,House / apartment,-17203,-1431,1,0,0,1,Managers,2,-1,1
351,F,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-18114,-10121,1,0,0,0,High skill tech staff,2,-34,2
352,F,N,Y,0,81000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17926,-399,1,0,0,0,Cooking staff,2,-16,2
353,F,N,N,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,-10456,-1953,1,1,0,0,Medicine staff,2,-4,2
354,M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,-10952,-3577,1,1,0,0,Laborers,2,-44,2
355,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,With parents,-9690,-1193,1,0,0,0,Core staff,1,-24,2
356,M,N,Y,0,234000,Working,Secondary / secondary special,Married,Rented apartment,-15110,-1387,1,1,0,0,Laborers,2,-7,2
357,M,Y,Y,0,225000,Pensioner,Higher education,Married,House / apartment,-24166,365243,1,0,0,0,,2,-31,1
358,M,Y,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-22952,365243,1,0,1,0,,2,-33,2
359,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10112,-3170,1,1,1,0,Laborers,3,-48,1
360,F,N,Y,0,126000,Commercial associate,Higher education,Separated,House / apartment,-16236,-3000,1,0,0,0,Managers,1,-12,2
361,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,Rented apartment,-12997,-5469,1,0,0,0,,4,-6,1
362,F,N,N,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,-23029,365243,1,0,0,0,,1,-9,0
363,M,Y,N,0,306000,Working,Higher education,Married,House / apartment,-13053,-2866,1,1,0,0,Accountants,2,-17,1
364,F,N,N,0,67500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22972,365243,1,0,0,0,,1,-6,2
365,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21904,365243,1,0,1,0,,2,-2,1
366,F,N,Y,0,112500,State servant,Secondary / secondary special,Married,House / apartment,-14432,-4493,1,1,0,1,,2,-33,2
367,M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,-14567,-7369,1,1,0,0,Laborers,2,-24,2
368,F,N,Y,0,108000,Working,Secondary / secondary special,Separated,House / apartment,-16416,-1782,1,0,0,0,Laborers,1,-55,2
369,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18103,-3840,1,0,0,0,Laborers,2,-34,2
