index,SEND_SPG_INNB,REC_SPG_INNB,DL_GD_LCLS_NM,DL_GD_MCLS_NM,INVC_CONT
532,5013000610049100,4677000433078400,식품,농산물,3
533,5013000610070300,1132000016090100,식품,농산물,4
534,5013000622057100,4825000286044400,식품,농산물,3
535,5013000624091200,2629000010079200,식품,농산물,3
536,5013000624091200,4511100058067200,식품,농산물,3
537,5013000667089200,4136000265001100,식품,농산물,5
538,5013000668021300,4817000363090200,식품,농산물,4
539,5013000671079300,4180000578074300,식품,농산물,4
540,5013000692037200,2623000005098200,식품,농산물,6
541,5013000703030300,4315000345055400,식품,농산물,3
542,5013000704063400,4425000036040300,식품,농산물,3
543,5013000731055200,2626000009034100,식품,농산물,3
544,5013000731055200,3017000029081400,식품,농산물,3
545,5013000731055200,4111100025087100,식품,농산물,4
546,5013000731055200,4136000277062300,식품,농산물,3
547,5013000731055200,4146300035024200,식품,농산물,3
548,5013000731055200,4157000271047100,식품,농산물,3
549,5013000731055200,4215000424013400,식품,농산물,3
550,5013000731055200,4311300053052300,식품,농산물,5
551,5013000731055200,4420000017064400,식품,농산물,4
552,5013000731055200,4615000599021100,식품,농산물,3
553,5013000731055200,4671000245094300,식품,농산물,3
554,5013000731079400,1168000007073200,식품,농산물,4
555,5013000731079400,4111100027004100,식품,농산물,3
556,5013000731079400,4684000254004300,식품,농산물,3
557,5013000732003300,1135000012061400,식품,농산물,3
558,5013000733024100,2671000106077200,식품,농산물,7
559,5013000734059300,4884000463067400,식품,농산물,17
560,5013000734079400,4163000030085100,식품,농산물,7
561,5013000735022300,4213000861049100,식품,농산물,3
562,5013000735022300,4511300096009400,식품,농산물,4
563,5013000735022300,4711100241084300,식품,농산물,3
564,5013000735022300,4782000163042400,식품,농산물,3
565,5013000735079200,2917000038003200,식품,농산물,3
566,5013000740006400,2623000017062400,식품,농산물,12
567,5013000740006400,4128500049029200,식품,농산물,3
568,5013000740006400,4611000061073400,식품,농산물,3
569,5013000765096400,1174000013002300,식품,농산물,4
570,5013000766068200,1126000002091200,식품,농산물,3
571,5013000777063100,2823700010036200,식품,농산물,10
572,5013000777063100,3014000004010100,식품,농산물,3
573,5013000777063100,4159000383096100,식품,농산물,8
574,5013000777071300,4833000406071300,식품,농산물,3
575,5013000778073200,4161000364027200,식품,농산물,7
576,5013000798009200,4163000123085400,식품,농산물,3
577,5013000802027400,4480000134081100,식품,농산물,3
578,5013000802091200,4182000627090100,식품,농산물,3
579,5013000803002400,3014000013083300,식품,농산물,3
580,5013000812070200,4413300179091100,식품,농산물,5
581,5013000817046300,1153000003025300,식품,농산물,3
582,5013000819093100,4513000225074300,식품,농산물,3
583,5013000821028200,1129000022050400,식품,농산물,3
584,5013000821028200,1156000010090300,식품,농산물,3
585,5013000821028200,2650000009070100,식품,농산물,3
586,5013000821028200,2714000173008400,식품,농산물,3
587,5013000821028200,2726000035029200,식품,농산물,3
588,5013000821028200,2823700024001100,식품,농산물,4
589,5013000821028200,2824500033059200,식품,농산물,3
590,5013000821028200,3014000005088200,식품,농산물,3
591,5013000821028200,3171000239051400,식품,농산물,4
592,5013000821028200,4415000082072100,식품,농산물,3
593,5013000823047200,4420000140055300,식품,농산물,3
594,5013000825037400,3611000045047100,식품,농산물,3
595,5013000828013200,4111700013080200,식품,농산물,5
596,5013000845056400,3020000135017400,식품,농산물,4
597,5013000853025400,4145000021037300,식품,농산물,3
598,5013000856066200,3020000120086400,식품,농산물,10
599,5013000861038300,1147000005073200,식품,농산물,4
600,5013000862062200,5011000320037200,식품,가공식품,5
601,5013000870037300,1121500016071300,식품,음료,3
602,5013000879033300,2653000021060100,식품,농산물,5
603,5013000910034400,1135000004020300,식품,농산물,3
604,5013000946015400,4511100008015300,식품,농산물,4
605,1111000025032200,5011000373070400,패션의류,기타패션의류,37
606,1129000014045300,5011000314006300,화장품/미용,스킨케어,8
607,1147000010071300,5011000373056300,식품,건강식품,7
608,1168000005092100,5011000264015200,식품,기타식품,11
609,1168000032041400,5013000863062400,디지털/가전,기타디지털/가전,7
610,1171000019028100,5011000313069200,패션의류,기타패션의류,4
611,1171000026075400,5011000314100400,화장품/미용,스킨케어,3
612,1171000027010300,5011000173087400,식품,건강식품,3
613,1171000027010300,5011000430033200,식품,건강식품,4
614,2653000012007400,5011000215041100,식품,기타식품,3
615,2653000016006300,5013000928062300,식품,축산,6
616,2811000069044300,5011000373086400,식품,가공식품,4
617,2817000021082300,5011000371018400,여행/문화,문화컨텐츠,3
618,2914000036088100,5011000318080300,식품,농산물,3
619,3020000148090200,5013000675053400,생활/건강,생활용품,3
620,3023000012008100,5011000219026300,식품,냉동/간편조리식품,3
621,4113500051002400,5011000476036200,식품,음료,4
622,4117300013051400,5011000373056100,식품,건강식품,3
623,4122000053068300,5013000822082100,패션의류,상의,3
624,4127100048006400,5011000435077100,식품,기타식품,6
625,4127300065073100,5013000467009100,패션의류,상의,3
626,4128100121065100,5011000115070300,생활/건강,문구/사무용품,3
627,4128500002014100,5011000172057200,패션의류,기타패션의류,13
628,4136000185087300,5013000469100200,식품,가공식품,4
629,4136000216029100,5011000314053100,생활/건강,반려동물,4
630,4136000318025200,5011000138010100,화장품/미용,스킨케어,3
631,4141000031030100,5011000212015100,식품,냉동/간편조리식품,3
632,4141000031030100,5011000220012200,패션의류,상의,3
633,4141000031030100,5011000375042400,생활/건강,건강용품,7
634,4141000031030100,5011000429018300,생활/건강,건강용품,8
635,4141000031030100,5013000822035200,화장품/미용,스킨케어,3
636,4145000048072100,5011000429012100,식품,기타식품,3
637,4148000479003100,5011000543041100,여행/문화,문화컨텐츠,3
638,4148000626030400,5013000813052300,생활/건강,생활용품,3
639,4148000690015300,5011000379060200,여행/문화,문화컨텐츠,3
640,4148000690015300,5013000635017300,여행/문화,문화컨텐츠,11
641,4148000690043300,5011000317035300,여행/문화,문화컨텐츠,3
642,4148000699072200,5011000435039300,여행/문화,문화컨텐츠,4
643,4150000071079400,5013000945028100,식품,냉동/간편조리식품,7
644,4150000241045200,5011000319090400,식품,건강식품,3
645,4155000265088200,5011000582050200,여행/문화,문화컨텐츠,4
646,4157000126045400,5011000596012200,생활/건강,문구/사무용품,4
647,4159000310093100,5011000494074200,식품,기타식품,22
648,4159000429094300,5011000264021100,식품,축산,3
649,4159000429094300,5011001004077300,식품,건강식품,3
650,4159000429094300,5013000023092300,식품,냉동/간편조리식품,3
651,4161000144040200,5011000308060300,식품,건강식품,3
652,4161000271072300,5011000309083200,식품,음료,4
653,4161000402022400,5011000213041200,생활/건강,생활용품,3
654,4180000526026100,5011000264044100,여행/문화,문화컨텐츠,3
655,4213000310086300,5013000468044300,식품,기타식품,5
656,4311300023045300,5013000866048400,식품,냉동/간편조리식품,3
657,4371000137070400,5011000265100400,식품,음료,21
658,4420000201100300,5011000264026400,식품,음료,3
659,4427000366060200,5011000373090200,식품,건강식품,3
660,4427000366060200,5011000429018400,식품,건강식품,4
661,4514000248090300,5011000674090100,생활/건강,생활용품,3
662,4514000422077100,5013000824051100,식품,수산,8
663,4775000337059400,5011000377029300,식품,농산물,5
664,4784000200050300,5013000861057400,식품,농산물,6
665,4822000139060100,5013000719010300,식품,수산,3
666,4888000576005300,5013000897017300,식품,농산물,3
667,5011000078067300,4113500019052100,식품,농산물,4
668,5011000078068400,1126000007082300,식품,농산물,4
669,5011000078068400,1132000009047300,식품,농산물,3
670,5011000078068400,1144000002076300,식품,농산물,3
671,5011000078068400,1153000006088400,식품,농산물,3
672,5011000078068400,1153000006090200,식품,농산물,5
673,5011000078068400,1165000019003400,식품,농산물,3
674,5011000078068400,1171000021088100,식품,농산물,3
675,5011000078068400,1174000007074300,식품,농산물,3
676,5011000078068400,2638000029097400,식품,농산물,3
677,5011000078068400,2820000012026200,식품,농산물,3
678,5011000078068400,2820000032059300,식품,농산물,3
679,5011000078068400,2917000040070100,식품,농산물,3
680,5011000078068400,3117000054072300,식품,농산물,4
681,5011000078068400,4113300011086400,식품,농산물,3
682,5011000078068400,4113500067061400,식품,농산물,4
683,5011000078068400,4119500012053100,식품,농산물,5
684,5011000078068400,4121000014040400,식품,농산물,3
685,5011000078068400,4128100020058400,식품,농산물,3
686,5011000078068400,4128100058058100,식품,농산물,3
687,5011000078068400,4139000098058100,식품,농산물,3
688,5011000078068400,4141000003026100,식품,농산물,3
689,5011000078068400,4146100110008100,식품,농산물,3
690,5011000078068400,4146300030036400,식품,농산물,3
691,5011000078068400,4146500025055400,식품,농산물,4
692,5011000078068400,4146500033037200,식품,농산물,3
693,5011000078068400,4157000224036200,식품,농산물,3
694,5011000078068400,4272001245045200,식품,농산물,3
695,5011000078068400,4375000378091300,식품,농산물,3
696,5011000078068400,4420000356083300,식품,농산물,4
697,5011000078068400,4511100045080100,식품,농산물,3
698,5011000078068400,4511100059063200,식품,농산물,3
699,5011000078068400,4514000398092200,식품,농산물,3
700,5011000078068400,4519000370078400,식품,농산물,3
701,5011000078068400,4571000574066200,식품,농산물,4
702,5011000078068400,4623000344060400,식품,농산물,6
703,5011000078068400,4711100134048300,식품,농산물,5
704,5011000078068400,4719000553035200,식품,농산물,4
705,5011000078068400,4812700043043300,식품,농산물,4
706,5011000078068400,4831000225063300,식품,농산물,3
707,5011000137030100,2623000012031400,식품,농산물,4
708,5011000137030100,2824500048083100,식품,농산물,3
709,5011000137030100,4128100027061200,식품,농산물,10
710,5011000137030100,4143000016013100,식품,농산물,4
711,5011000137030100,4146300021004300,식품,농산물,3
712,5011000137030100,4157000290010200,식품,농산물,3
713,5011000137030100,4613000310042100,식품,농산물,4
714,5011000137030100,4713000099042200,식품,농산물,3
715,5011000137030100,4812900036002400,식품,농산물,3
716,5011000168074100,1111000017011300,식품,가공식품,8
717,5011000173085400,4139000140068200,식품,기타식품,7
718,5011000178007200,4785000192016100,식품,음료,12
719,5011000178097200,2820000015067200,식품,농산물,3
720,5011000199044400,4127100048075200,식품,농산물,8
721,5011000199044400,4613000450014100,식품,농산물,3
722,5011000199044400,4677000176059100,식품,농산물,3
723,5011000209097300,4182000435021100,식품,과자,3
724,5011000213069100,4111700019021200,식품,기타식품,3
725,5011000213090100,2723000067073400,식품,농산물,4
726,5011000213090100,2726000005019300,식품,농산물,4
727,5011000213090100,3017000027004400,식품,농산물,7
728,5011000213090100,4111100020092400,식품,농산물,3
729,5011000213090100,4481000417061200,식품,가공식품,4
730,5011000213090100,4615000627023300,식품,농산물,4
731,5011000224053100,4148000608053100,식품,농산물,5
732,5011000228093100,1114000001017400,식품,농산물,3
733,5011000263065100,4145000010100100,식품,가공식품,7
734,5011000265076200,2871000356057100,식품,농산물,12
735,5011000265077200,4215000401080100,식품,축산,11
736,5011000265098100,1117000009046200,화장품/미용,스킨케어,3
737,5011000266029300,4121000003079100,식품,농산물,4
738,5011000266051200,4513000299080100,식품,농산물,7
739,5011000271023400,4122000161058100,식품,농산물,3
740,5011000274028400,1174000017038100,식품,농산물,3
741,5011000312075100,4577000425011400,식품,농산물,4
742,5011000313025300,4511100032031300,식품,농산물,4
743,5011000315016300,4887000462025100,식품,가공식품,4
744,5011000316024300,1111000025053400,패션의류,기타패션의류,10
745,5011000316024300,4511300097100400,식품,수산,3
746,5011000316024300,4831000255021200,식품,수산,3
747,5011000368010400,4413300136095200,식품,농산물,6
748,5011000372010200,2611000001090100,식품,축산,20
749,5011000372087200,1147000018055300,식품,수산,3
750,5011000374036400,4141000024059200,식품,수산,8
751,5011000374036400,4155000388003100,식품,수산,4
752,5011000384015100,4211000447054200,식품,농산물,13
753,5011000420060100,4157000212023200,식품,농산물,3
754,5011000424078200,1138000003056300,식품,농산물,3
755,5011000424078200,2723000094039300,식품,농산물,3
756,5011000424078200,4136000323096200,식품,농산물,3
757,5011000435012100,4711300763010300,식품,농산물,3
758,5011000436041400,2914000010014200,식품,농산물,3
759,5011000437099200,2638000037025200,식품,농산물,4
